order_id,customer_id,order_date,amount,status
O1251,C336,2024-09-25,326.01,cancelled
O1252,C183,2024-04-06,821.35,pending
O1253,C154,2024-07-15,184.34,processing
O1254,C427,2024-08-21,106.17,completed
O1255,C104,2024-06-30,420.08,pending
O1256,C412,2024-05-14,551.17,completed
O1257,C296,2024-12-02,970.24,shipped
O1258,C450,2024-06-15,35.13,shipped
O1259,C396,2024-02-14,275.2,shipped
O1260,C242,2024-07-10,215.75,pending
O1261,C354,2024-05-20,939.0,pending
O1262,C394,2024-03-01,589.23,shipped
O1263,C225,2024-02-04,957.79,pending
O1264,C454,2024-01-16,909.43,shipped
O1265,C366,2024-07-25,286.59,shipped
O1266,C330,2024-11-14,279.81,pending
O1267,C172,2024-11-20,693.33,processing
O1268,C150,2024-07-18,115.78,pending
O1269,C130,2024-12-30,254.68,shipped
O1270,C229,2024-02-07,310.63,cancelled
O1271,C371,2024-07-17,475.83,completed
O1272,C305,2024-01-17,972.39,completed
O1273,C291,2024-06-04,918.64,shipped
O1274,C385,2024-09-10,380.67,pending
O1275,C418,2024-07-27,166.74,cancelled
O1276,C253,2024-11-13,385.59,cancelled
O1277,C204,2024-03-27,758.96,completed
O1278,C130,2024-04-11,847.32,cancelled
O1279,C455,2024-12-27,720.63,cancelled
O1280,C445,2024-07-14,62.73,pending
O1281,C333,2024-04-05,809.33,processing
O1282,C333,2024-05-15,61.19,shipped
O1283,C382,2024-06-29,103.81,cancelled
O1284,C447,2024-09-22,641.76,completed
O1285,C494,2024-01-24,563.69,cancelled
O1286,C152,2024-06-11,110.29,pending
O1287,C124,2024-05-17,708.53,processing
O1288,C219,2024-12-26,271.16,shipped
O1289,C266,2024-01-29,273.75,completed
O1290,C139,2024-01-06,292.3,completed
O1291,C213,2024-01-22,474.59,shipped
O1292,C236,2024-06-02,519.97,completed
O1293,C276,2024-04-18,63.6,processing
O1294,C287,2024-12-17,80.95,shipped
O1295,C454,2024-01-23,396.76,pending
O1296,C250,2024-10-29,955.24,processing
O1297,C289,2024-02-13,779.83,shipped
O1298,C322,2024-03-03,712.06,pending
O1299,C171,2024-02-13,468.7,completed
O1300,C341,2024-09-09,396.47,shipped
O1301,C339,2024-01-24,232.48,cancelled
O1302,C306,2024-07-12,223.23,shipped
O1303,C473,2024-10-26,512.64,shipped
O1304,C165,2024-03-01,424.98,shipped
O1305,C243,2024-09-22,867.16,completed
O1306,C403,2024-08-21,750.88,pending
O1307,C473,2024-05-23,181.61,shipped
O1308,C438,2024-10-03,940.47,pending
O1309,C434,2024-10-07,569.75,completed
O1310,C265,2024-03-13,165.15,shipped
O1311,C466,2024-03-09,522.39,processing
O1312,C141,2024-09-16,166.17,cancelled
O1313,C433,2024-01-07,674.09,pending
O1314,C468,2024-06-02,322.9,processing
O1315,C447,2024-07-26,615.41,shipped
O1316,C387,2024-07-16,105.72,pending
O1317,C314,2024-08-03,42.54,processing
O1318,C464,2024-02-02,517.79,cancelled
O1319,C231,2024-07-01,822.7,cancelled
O1320,C137,2024-09-07,678.2,pending
O1321,C256,2024-03-08,325.24,pending
O1322,C120,2024-08-04,935.49,cancelled
O1323,C489,2024-10-20,55.45,processing
O1324,C388,2024-09-27,669.01,processing
O1325,C114,2024-07-20,113.65,shipped
O1326,C217,2024-09-23,252.63,pending
O1327,C143,2024-07-29,206.62,cancelled
O1328,C398,2024-05-29,929.24,pending
O1329,C318,2024-07-22,414.7,processing
O1330,C102,2024-07-26,772.79,completed
O1331,C229,2024-06-21,710.76,cancelled
O1332,C338,2024-08-27,46.51,cancelled
O1333,C367,2024-02-12,768.99,shipped
O1334,C211,2024-07-03,442.14,shipped
O1335,C209,2024-10-12,865.64,completed
O1336,C128,2024-01-15,275.51,shipped
O1337,C336,2024-01-20,76.88,shipped
O1338,C195,2024-01-25,386.81,shipped
O1339,C180,2024-04-01,877.78,processing
O1340,C239,2024-07-26,327.11,completed
O1341,C256,2024-02-10,870.69,cancelled
O1342,C214,2024-08-20,904.98,shipped
O1343,C336,2024-02-08,322.24,cancelled
O1344,C334,2024-12-27,514.65,pending
O1345,C233,2024-10-24,308.73,pending
O1346,C406,2024-10-12,744.68,shipped
O1347,C352,2024-01-14,145.38,completed
O1348,C442,2024-12-10,980.83,cancelled
O1349,C234,2024-03-06,929.87,pending
O1350,C143,2024-06-26,644.2,completed
O1351,C387,2024-12-21,318.19,completed
O1352,C115,2024-08-05,527.41,processing
O1353,C355,2024-04-30,567.69,completed
O1354,C362,2024-02-20,906.54,pending
O1355,C273,2024-07-24,254.64,pending
O1356,C456,2024-12-17,771.08,completed
O1357,C387,2024-05-08,637.11,shipped
O1358,C334,2024-08-25,451.25,pending
O1359,C459,2024-10-15,988.34,pending
O1360,C215,2024-10-30,537.0,cancelled
O1361,C166,2024-06-25,140.33,shipped
O1362,C201,2024-04-11,51.95,shipped
O1363,C476,2024-02-23,424.68,shipped
O1364,C426,2024-01-16,35.79,shipped
O1365,C211,2024-01-24,713.0,pending
O1366,C107,2024-08-06,113.3,cancelled
O1367,C448,2024-06-04,763.86,completed
O1368,C257,2024-09-21,991.67,completed
O1369,C164,2024-10-30,353.7,shipped
O1370,C439,2024-12-02,635.33,processing
O1371,C139,2024-04-20,218.39,shipped
O1372,C329,2024-02-07,459.27,completed
O1373,C469,2024-02-05,198.19,processing
O1374,C346,2024-06-17,408.89,completed
O1375,C269,2024-02-25,703.84,completed
O1376,C240,2024-12-10,412.82,cancelled
O1377,C280,2024-11-20,497.55,shipped
O1378,C474,2024-04-13,561.75,shipped
O1379,C201,2024-04-30,648.93,completed
O1380,C177,2024-07-17,297.7,cancelled
O1381,C106,2024-08-01,893.79,processing
O1382,C415,2024-09-07,293.64,processing
O1383,C496,2024-01-21,830.63,pending
O1384,C304,2024-03-23,906.05,pending
O1385,C136,2024-03-12,244.53,pending
O1386,C276,2024-08-31,158.75,processing
O1387,C190,2024-06-15,482.25,processing
O1388,C264,2024-05-03,801.8,pending
O1389,C182,2024-06-24,934.2,pending
O1390,C192,2024-06-09,917.99,processing
O1391,C234,2024-08-08,293.54,processing
O1392,C424,2024-12-11,331.53,shipped
O1393,C294,2024-10-20,818.69,shipped
O1394,C255,2024-03-08,270.67,pending
O1395,C489,2024-02-07,713.34,cancelled
O1396,C155,2024-12-18,857.95,cancelled
O1397,C169,2024-01-04,792.72,shipped
O1398,C173,2024-11-19,488.72,shipped
O1399,C249,2024-09-29,274.68,shipped
O1400,C234,2024-05-21,950.97,shipped
O1401,C107,2024-06-12,713.47,cancelled
O1402,C221,2024-09-20,699.98,shipped
O1403,C484,2024-09-13,981.46,pending
O1404,C190,2024-09-30,905.09,cancelled
O1405,C405,2024-10-16,438.87,completed
O1406,C103,2024-08-22,718.76,cancelled
O1407,C295,2024-02-09,570.54,cancelled
O1408,C372,2024-11-22,602.21,completed
O1409,C264,2024-10-08,958.05,cancelled
O1410,C411,2024-12-27,887.88,shipped
O1411,C374,2024-06-04,876.01,processing
O1412,C323,2024-04-05,309.92,shipped
O1413,C327,2024-07-07,42.69,processing
O1414,C252,2024-04-30,20.85,cancelled
O1415,C123,2024-02-29,250.88,cancelled
O1416,C472,2024-07-05,86.26,cancelled
O1417,C178,2024-03-15,565.42,processing
O1418,C125,2024-06-17,998.14,pending
O1419,C325,2024-04-09,438.26,completed
O1420,C119,2024-12-15,141.87,processing
O1421,C279,2024-09-10,911.69,pending
O1422,C420,2024-07-07,565.06,processing
O1423,C147,2024-07-28,37.6,completed
O1424,C323,2024-02-03,469.6,cancelled
O1425,C449,2024-04-09,36.76,pending
O1426,C459,2024-05-07,620.26,cancelled
O1427,C168,2024-10-27,200.31,processing
O1428,C127,2024-05-04,121.93,pending
O1429,C392,2024-08-19,695.01,completed
O1430,C402,2024-06-18,647.61,pending
O1431,C478,2024-02-22,51.97,shipped
O1432,C137,2024-05-05,276.87,pending
O1433,C105,2024-01-17,979.15,processing
O1434,C401,2024-09-24,965.69,cancelled
O1435,C467,2024-01-12,901.65,processing
O1436,C130,2024-09-14,474.85,processing
O1437,C416,2024-11-20,824.54,processing
O1438,C307,2024-07-21,166.0,completed
O1439,C161,2024-01-05,425.97,completed
O1440,C220,2024-02-02,527.83,completed
O1441,C181,2024-09-28,592.69,shipped
O1442,C351,2024-11-16,636.84,pending
O1443,C207,2024-04-01,538.8,pending
O1444,C146,2024-09-01,565.64,shipped
O1445,C253,2024-09-09,479.26,cancelled
O1446,C111,2024-01-05,378.47,shipped
O1447,C296,2024-09-24,51.13,shipped
O1448,C466,2024-04-30,833.92,completed
O1449,C277,2024-11-03,931.13,completed
O1450,C193,2024-09-06,885.57,shipped
O1451,C100,2024-08-11,633.25,processing
O1452,C298,2024-09-14,615.89,shipped
O1453,C187,2024-06-13,628.87,shipped
O1454,C108,2024-09-14,504.46,shipped
O1455,C104,2024-03-14,420.08,shipped
O1456,C360,2024-09-30,706.24,shipped
O1457,C236,2024-01-08,467.59,pending
O1458,C318,2024-09-19,671.82,shipped
O1459,C103,2024-06-02,949.67,shipped
O1460,C193,2024-07-20,164.14,shipped
O1461,C296,2024-11-10,874.49,pending
O1462,C156,2024-12-09,270.78,completed
O1463,C128,2024-10-14,252.98,pending
O1464,C127,2024-08-07,447.68,completed
O1465,C157,2024-01-25,387.25,shipped
O1466,C125,2024-02-13,29.59,cancelled
O1467,C202,2024-10-05,137.49,completed
O1468,C336,2024-08-31,33.09,processing
O1469,C224,2024-10-07,240.8,completed
O1470,C200,2024-05-07,281.94,pending
O1471,C323,2024-08-13,109.39,pending
O1472,C365,2024-12-07,527.95,shipped
O1473,C243,2024-10-31,623.75,completed
O1474,C499,2024-07-29,78.74,processing
O1475,C466,2024-01-17,216.88,processing
O1476,C417,2024-02-17,316.59,processing
O1477,C353,2024-10-01,910.49,cancelled
O1478,C466,2024-12-25,64.89,shipped
O1479,C280,2024-12-31,98.8,pending
O1480,C335,2024-06-12,106.87,completed
O1481,C358,2024-12-28,723.03,pending
O1482,C250,2024-11-06,231.9,pending
O1483,C193,2024-08-01,494.35,processing
O1484,C102,2024-10-11,739.23,completed
O1485,C466,2024-05-14,167.13,completed
O1486,C322,2024-09-24,864.73,pending
O1487,C474,2024-09-20,829.59,processing
O1488,C447,2024-12-08,619.18,shipped
O1489,C285,2024-08-04,491.96,pending
O1490,C205,2024-10-17,573.76,pending
O1491,C354,2024-06-05,783.31,processing
O1492,C230,2024-02-27,829.53,cancelled
O1493,C410,2024-02-09,994.76,processing
O1494,C438,2024-05-22,107.24,completed
O1495,C162,2024-08-20,783.24,cancelled
O1496,C380,2024-05-05,88.37,pending
O1497,C195,2024-09-19,986.11,cancelled
O1498,C356,2024-01-22,662.5,processing
O1499,C228,2024-04-28,110.66,cancelled
O1500,C462,2024-12-07,951.03,shipped
O1501,C421,2024-12-07,501.88,completed
O1502,C263,2024-02-08,895.23,cancelled
O1503,C471,2024-01-20,22.88,processing
O1504,C168,2024-06-02,854.41,completed
O1505,C424,2024-12-26,649.7,processing
O1506,C429,2024-08-30,954.62,cancelled
O1507,C202,2024-12-04,694.25,processing
O1508,C479,2024-02-10,23.03,shipped
O1509,C137,2024-05-07,580.34,completed
O1510,C286,2024-11-06,486.31,cancelled
O1511,C101,2024-11-26,376.06,pending
O1512,C297,2024-10-21,289.01,processing
O1513,C372,2024-11-02,441.89,processing
O1514,C269,2024-07-27,422.05,processing
O1515,C344,2024-01-04,552.52,shipped
O1516,C209,2024-02-04,53.73,completed
O1517,C454,2024-02-29,590.12,completed
O1518,C323,2024-10-29,982.13,completed
O1519,C377,2024-05-11,120.9,cancelled
O1520,C333,2024-11-02,322.5,completed
O1521,C337,2024-07-13,572.78,pending
O1522,C334,2024-07-15,280.21,completed
O1523,C337,2024-12-21,327.41,processing
O1524,C225,2024-10-07,368.89,completed
O1525,C397,2024-05-14,453.21,completed
O1526,C347,2024-11-16,576.54,processing
O1527,C281,2024-01-02,346.71,shipped
O1528,C175,2024-03-02,575.97,shipped
O1529,C333,2024-02-06,657.47,shipped
O1530,C257,2024-02-05,435.24,processing
O1531,C283,2024-10-16,850.25,processing
O1532,C482,2024-08-12,39.24,processing
O1533,C370,2024-01-20,260.9,pending
O1534,C218,2024-12-04,942.72,processing
O1535,C182,2024-05-28,396.72,shipped
O1536,C323,2024-03-27,367.52,cancelled
O1537,C251,2024-10-20,148.17,shipped
O1538,C132,2024-02-02,270.49,processing
O1539,C428,2024-10-14,524.11,shipped
O1540,C482,2024-10-09,849.28,completed
O1541,C291,2024-10-17,524.89,completed
O1542,C452,2024-06-13,653.31,cancelled
O1543,C394,2024-09-17,656.0,shipped
O1544,C354,2024-07-25,758.55,shipped
O1545,C349,2024-05-31,784.77,processing
O1546,C437,2024-09-25,190.46,completed
O1547,C427,2024-02-18,866.85,shipped
O1548,C127,2024-11-11,898.66,completed
O1549,C393,2024-10-13,255.07,completed
O1550,C157,2024-08-25,911.26,cancelled
O1551,C180,2024-09-16,158.21,processing
O1552,C238,2024-01-05,887.52,completed
O1553,C427,2024-11-09,781.6,shipped
O1554,C295,2024-02-05,158.1,completed
O1555,C415,2024-02-03,708.73,shipped
O1556,C201,2024-01-04,186.67,pending
O1557,C135,2024-09-22,486.37,shipped
O1558,C330,2024-12-10,734.2,pending
O1559,C131,2024-11-28,249.57,pending
O1560,C427,2024-01-05,505.68,completed
O1561,C285,2024-10-24,328.23,completed
O1562,C375,2024-11-17,23.85,shipped
O1563,C387,2024-11-13,816.41,shipped
O1564,C242,2024-10-21,107.66,pending
O1565,C264,2024-11-25,668.16,processing
O1566,C206,2024-07-04,550.14,processing
O1567,C130,2024-04-19,263.62,cancelled
O1568,C253,2024-09-14,534.91,cancelled
O1569,C278,2024-01-14,157.51,pending
O1570,C439,2024-01-18,316.41,pending
O1571,C163,2024-09-28,273.35,cancelled
O1572,C453,2024-07-02,52.14,cancelled
O1573,C433,2024-07-10,762.5,cancelled
O1574,C401,2024-10-06,802.58,pending
O1575,C440,2024-11-30,40.76,cancelled
O1576,C480,2024-03-09,912.38,processing
O1577,C149,2024-10-02,659.9,processing
O1578,C110,2024-04-17,96.01,cancelled
O1579,C410,2024-01-22,712.42,pending
O1580,C277,2024-06-15,234.71,completed
O1581,C343,2024-11-09,374.69,completed
O1582,C334,2024-04-27,855.33,processing
O1583,C389,2024-08-23,544.08,cancelled
O1584,C325,2024-11-09,476.09,shipped
O1585,C279,2024-11-23,818.88,completed
O1586,C205,2024-04-12,823.6,completed
O1587,C201,2024-01-25,38.65,processing
O1588,C300,2024-07-12,658.36,cancelled
O1589,C105,2024-04-21,830.73,cancelled
O1590,C219,2024-01-19,24.5,completed
O1591,C268,2024-11-01,692.06,pending
O1592,C211,2024-03-06,898.74,cancelled
O1593,C281,2024-04-04,434.21,pending
O1594,C492,2024-06-15,854.3,pending
O1595,C113,2024-03-18,518.7,shipped
O1596,C285,2024-01-27,431.89,shipped
O1597,C441,2024-08-11,862.19,completed
O1598,C164,2024-10-09,353.41,cancelled
O1599,C100,2024-11-25,664.64,pending
O1600,C383,2024-11-25,408.3,shipped
O1601,C500,2024-02-18,815.78,completed
O1602,C401,2024-09-04,712.17,processing
O1603,C220,2024-01-22,590.06,completed
O1604,C386,2024-05-02,443.86,processing
O1605,C127,2024-04-22,718.68,cancelled
O1606,C210,2024-05-27,808.37,shipped
O1607,C229,2024-08-13,290.59,completed
O1608,C416,2024-08-25,418.09,pending
O1609,C227,2024-07-03,63.39,completed
O1610,C143,2024-05-18,760.69,completed
O1611,C192,2024-09-25,930.36,processing
O1612,C108,2024-02-14,891.55,shipped
O1613,C234,2024-09-02,731.45,cancelled
O1614,C388,2024-02-13,224.4,completed
O1615,C485,2024-01-01,993.03,completed
O1616,C192,2024-05-28,430.14,shipped
O1617,C381,2024-11-22,951.84,shipped
O1618,C335,2024-05-12,118.36,pending
O1619,C138,2024-11-30,653.51,cancelled
O1620,C486,2024-08-30,23.24,shipped
O1621,C421,2024-03-11,380.92,completed
O1622,C197,2024-01-29,662.71,shipped
O1623,C399,2024-07-18,70.45,completed
O1624,C391,2024-11-27,958.15,completed
O1625,C147,2024-07-25,498.43,cancelled
O1626,C395,2024-07-17,607.1,processing
O1627,C205,2024-06-19,287.07,cancelled
O1628,C348,2024-12-28,146.25,processing
O1629,C326,2024-12-05,630.22,processing
O1630,C410,2024-06-29,902.96,processing
O1631,C256,2024-04-17,950.3,cancelled
O1632,C431,2024-08-11,455.64,completed
O1633,C456,2024-04-20,57.83,cancelled
O1634,C282,2024-05-15,243.73,cancelled
O1635,C312,2024-01-15,588.74,completed
O1636,C256,2024-07-12,345.91,shipped
O1637,C365,2024-12-30,882.67,shipped
O1638,C198,2024-04-17,458.51,shipped
O1639,C147,2024-07-30,144.93,shipped
O1640,C287,2024-05-25,309.84,shipped
O1641,C103,2024-03-31,790.59,cancelled
O1642,C261,2024-07-16,716.35,completed
O1643,C269,2024-10-28,555.83,processing
O1644,C408,2024-07-05,848.72,completed
O1645,C135,2024-10-19,614.71,pending
O1646,C187,2024-01-07,82.64,cancelled
O1647,C206,2024-02-06,424.93,cancelled
O1648,C475,2024-05-14,529.62,cancelled
O1649,C391,2024-03-01,708.69,cancelled
O1650,C472,2024-06-28,924.76,processing
O1651,C366,2024-12-28,339.31,shipped
O1652,C336,2024-10-20,214.39,cancelled
O1653,C422,2024-01-07,382.49,shipped
O1654,C256,2024-01-15,266.3,pending
O1655,C368,2024-11-09,798.28,processing
O1656,C253,2024-11-01,384.29,pending
O1657,C181,2024-10-20,19.67,shipped
O1658,C104,2024-11-16,384.46,shipped
O1659,C420,2024-10-13,618.72,pending
O1660,C235,2024-09-29,323.82,pending
O1661,C423,2024-02-05,45.59,processing
O1662,C111,2024-12-10,393.7,processing
O1663,C130,2024-11-30,320.95,completed
O1664,C268,2024-06-14,377.83,pending
O1665,C233,2024-09-21,140.08,shipped
O1666,C292,2024-02-06,55.65,completed
O1667,C292,2024-01-01,350.68,cancelled
O1668,C461,2024-05-25,926.37,shipped
O1669,C208,2024-10-22,371.77,cancelled
O1670,C422,2024-10-15,349.91,processing
O1671,C385,2024-03-05,392.71,completed
O1672,C471,2024-07-06,985.22,pending
O1673,C283,2024-03-13,957.18,pending
O1674,C324,2024-08-17,541.85,completed
O1675,C369,2024-08-18,730.96,completed
O1676,C116,2024-07-28,131.93,shipped
O1677,C468,2024-03-07,200.16,pending
O1678,C338,2024-04-28,798.04,pending
O1679,C242,2024-02-01,10.53,completed
O1680,C468,2024-07-16,369.51,cancelled
O1681,C319,2024-11-19,159.98,cancelled
O1682,C154,2024-01-22,55.56,completed
O1683,C107,2024-08-14,674.08,processing
O1684,C308,2024-09-23,531.16,cancelled
O1685,C186,2024-12-23,823.46,cancelled
O1686,C436,2024-12-16,954.23,shipped
O1687,C360,2024-08-16,584.81,completed
O1688,C372,2024-05-11,78.88,processing
O1689,C169,2024-06-28,960.64,pending
O1690,C463,2024-06-02,826.71,processing
O1691,C166,2024-06-28,486.8,pending
O1692,C231,2024-08-19,542.9,shipped
O1693,C159,2024-08-16,859.77,shipped
O1694,C433,2024-11-15,146.65,shipped
O1695,C108,2024-09-18,243.8,cancelled
O1696,C200,2024-03-24,384.7,processing
O1697,C100,2024-05-05,252.18,cancelled
O1698,C485,2024-08-31,263.41,cancelled
O1699,C198,2024-01-31,979.89,processing
O1700,C380,2024-12-06,606.46,cancelled
O1701,C266,2024-04-14,903.5,processing
O1702,C143,2024-08-02,44.86,cancelled
O1703,C334,2024-11-12,610.44,completed
O1704,C406,2024-05-14,587.44,shipped
O1705,C266,2024-03-17,776.39,processing
O1706,C280,2024-07-26,422.71,processing
O1707,C289,2024-04-02,639.5,cancelled
O1708,C314,2024-08-30,328.53,cancelled
O1709,C209,2024-06-03,950.85,pending
O1710,C211,2024-06-14,689.12,cancelled
O1711,C460,2024-01-08,645.02,processing
O1712,C103,2024-06-28,627.61,processing
O1713,C130,2024-09-17,851.89,shipped
O1714,C483,2024-03-22,297.61,cancelled
O1715,C427,2024-08-25,754.74,shipped
O1716,C306,2024-06-13,142.58,cancelled
O1717,C253,2024-05-29,116.61,shipped
O1718,C490,2024-02-20,120.68,processing
O1719,C103,2024-12-16,254.7,cancelled
O1720,C490,2024-08-17,503.38,cancelled
O1721,C284,2024-06-02,495.89,completed
O1722,C455,2024-09-25,71.82,shipped
O1723,C189,2024-06-22,158.02,shipped
O1724,C278,2024-12-28,845.72,shipped
O1725,C117,2024-09-18,652.79,processing
O1726,C475,2024-03-30,126.57,completed
O1727,C157,2024-02-18,838.42,cancelled
O1728,C478,2024-02-12,938.57,processing
O1729,C207,2024-10-28,261.12,shipped
O1730,C117,2024-10-26,925.05,completed
O1731,C437,2024-09-12,169.78,cancelled
O1732,C120,2024-05-26,158.12,cancelled
O1733,C273,2024-07-31,828.26,pending
O1734,C314,2024-06-29,780.12,processing
O1735,C128,2024-02-26,710.23,cancelled
O1736,C211,2024-04-27,794.56,shipped
O1737,C408,2024-01-28,841.59,processing
O1738,C366,2024-02-12,581.59,processing
O1739,C444,2024-07-02,846.29,processing
O1740,C375,2024-05-11,318.62,pending
O1741,C235,2024-11-16,866.33,completed
O1742,C140,2024-05-10,726.6,pending
O1743,C287,2024-04-17,426.63,completed
O1744,C141,2024-02-29,719.56,pending
O1745,C106,2024-04-07,628.13,completed
O1746,C244,2024-07-09,88.13,completed
O1747,C329,2024-04-12,436.23,cancelled
O1748,C173,2024-06-12,751.11,completed
O1749,C465,2024-01-22,808.67,cancelled
O1750,C462,2024-02-28,319.21,shipped
O1751,C334,2024-12-26,391.42,cancelled
O1752,C170,2024-05-11,291.6,processing
O1753,C198,2024-01-21,389.46,completed
O1754,C272,2024-07-25,216.94,processing
O1755,C241,2024-10-09,736.84,processing
O1756,C456,2024-10-30,154.97,completed
O1757,C243,2024-11-07,468.24,shipped
O1758,C241,2024-12-20,547.58,shipped
O1759,C166,2024-09-27,828.49,cancelled
O1760,C296,2024-08-28,434.92,processing
O1761,C140,2024-02-14,897.17,shipped
O1762,C157,2024-06-12,818.69,cancelled
O1763,C394,2024-05-06,231.62,shipped
O1764,C475,2024-06-20,568.76,processing
O1765,C361,2024-07-11,353.67,cancelled
O1766,C174,2024-04-30,399.27,shipped
O1767,C241,2024-07-26,33.5,pending
O1768,C154,2024-12-29,605.98,completed
O1769,C167,2024-02-17,802.35,pending
O1770,C416,2024-08-15,809.23,shipped
O1771,C396,2024-11-07,25.32,shipped
O1772,C498,2024-07-26,147.53,pending
O1773,C259,2024-12-10,54.66,cancelled
O1774,C460,2024-12-05,458.97,processing
O1775,C208,2024-06-08,10.64,completed
O1776,C178,2024-09-12,454.21,completed
O1777,C230,2024-05-22,170.6,shipped
O1778,C100,2024-12-16,981.06,shipped
O1779,C314,2024-12-11,808.5,completed
O1780,C181,2024-12-03,20.88,processing
O1781,C230,2024-09-11,144.44,pending
O1782,C154,2024-02-15,535.85,completed
O1783,C249,2024-09-21,361.23,processing
O1784,C157,2024-07-12,735.4,cancelled
O1785,C120,2024-11-01,95.55,pending
O1786,C132,2024-10-25,633.9,pending
O1787,C435,2024-05-28,694.35,cancelled
O1788,C444,2024-05-16,589.63,pending
O1789,C249,2024-12-16,646.21,completed
O1790,C302,2024-10-16,393.94,processing
O1791,C188,2024-04-20,99.42,processing
O1792,C222,2024-09-12,239.55,cancelled
O1793,C129,2024-07-01,782.2,processing
O1794,C253,2024-02-14,763.22,processing
O1795,C212,2024-09-11,922.25,cancelled
O1796,C373,2024-04-20,206.98,completed
O1797,C268,2024-04-19,150.58,cancelled
O1798,C386,2024-08-22,841.41,processing
O1799,C100,2024-03-30,340.02,cancelled
O1800,C424,2024-10-09,560.69,cancelled
O1801,C221,2024-08-15,787.96,cancelled
O1802,C373,2024-03-04,534.4,completed
O1803,C365,2024-06-05,106.4,completed
O1804,C349,2024-08-07,860.38,pending
O1805,C472,2024-01-22,779.44,processing
O1806,C400,2024-11-24,276.43,pending
O1807,C266,2024-08-20,900.77,processing
O1808,C256,2024-04-07,103.77,shipped
O1809,C162,2024-02-13,299.04,pending
O1810,C417,2024-09-23,659.39,pending
O1811,C482,2024-08-09,470.69,pending
O1812,C200,2024-09-17,835.77,cancelled
O1813,C427,2024-12-23,249.85,shipped
O1814,C302,2024-04-08,198.23,cancelled
O1815,C460,2024-11-16,113.19,pending
O1816,C427,2024-11-13,965.12,cancelled
O1817,C445,2024-04-23,129.83,cancelled
O1818,C199,2024-12-03,982.84,cancelled
O1819,C348,2024-05-03,725.92,completed
O1820,C476,2024-05-21,350.21,completed
O1821,C499,2024-11-18,892.97,completed
O1822,C452,2024-06-23,356.94,processing
O1823,C315,2024-07-05,988.39,shipped
O1824,C134,2024-03-17,625.24,pending
O1825,C228,2024-09-12,333.6,processing
O1826,C281,2024-11-16,896.41,pending
O1827,C103,2024-06-26,600.14,cancelled
O1828,C433,2024-06-04,198.98,completed
O1829,C463,2024-12-16,613.08,processing
O1830,C433,2024-01-04,904.77,cancelled
O1831,C191,2024-12-27,487.21,cancelled
O1832,C460,2024-06-11,983.22,cancelled
O1833,C212,2024-08-29,454.7,processing
O1834,C328,2024-06-20,362.12,pending
O1835,C483,2024-08-16,14.51,completed
O1836,C271,2024-09-10,172.63,processing
O1837,C422,2024-10-19,419.04,shipped
O1838,C284,2024-11-24,780.38,pending
O1839,C207,2024-02-11,942.14,shipped
O1840,C388,2024-04-10,582.17,processing
O1841,C121,2024-12-17,549.41,processing
O1842,C415,2024-10-26,536.68,completed
O1843,C144,2024-03-24,766.72,cancelled
O1844,C158,2024-12-06,396.08,processing
O1845,C260,2024-04-17,981.02,shipped
O1846,C155,2024-05-06,973.45,processing
O1847,C165,2024-02-10,704.33,cancelled
O1848,C355,2024-08-28,408.15,pending
O1849,C423,2024-11-26,273.96,cancelled
O1850,C410,2024-08-27,564.55,cancelled
O1851,C106,2024-09-26,808.84,pending
O1852,C434,2024-12-11,622.41,processing
O1853,C313,2024-10-12,894.1,pending
O1854,C227,2024-12-30,84.7,cancelled
O1855,C212,2024-05-23,904.13,shipped
O1856,C123,2024-01-15,718.48,cancelled
O1857,C215,2024-08-01,30.59,pending
O1858,C475,2024-12-27,622.64,cancelled
O1859,C115,2024-11-16,845.08,shipped
O1860,C467,2024-04-04,307.94,processing
O1861,C177,2024-12-06,154.0,pending
O1862,C138,2024-10-15,395.17,completed
O1863,C332,2024-06-17,881.1,completed
O1864,C183,2024-03-19,665.88,processing
O1865,C465,2024-04-19,352.52,processing
O1866,C171,2024-08-11,368.57,processing
O1867,C480,2024-02-22,685.57,processing
O1868,C375,2024-08-25,715.94,completed
O1869,C287,2024-01-17,388.42,pending
O1870,C284,2024-10-19,406.73,cancelled
O1871,C282,2024-06-21,267.68,shipped
O1872,C417,2024-08-03,433.84,processing
O1873,C407,2024-07-17,683.87,completed
O1874,C278,2024-06-20,935.04,completed
O1875,C116,2024-12-01,831.51,processing
O1876,C470,2024-12-12,297.28,shipped
O1877,C241,2024-12-14,540.6,shipped
O1878,C104,2024-08-27,363.8,processing
O1879,C251,2024-03-16,837.31,completed
O1880,C418,2024-08-18,165.52,pending
O1881,C110,2024-02-29,247.91,processing
O1882,C351,2024-05-08,78.61,processing
O1883,C195,2024-08-30,64.52,shipped
O1884,C302,2024-11-10,369.14,cancelled
O1885,C237,2024-12-26,214.93,completed
O1886,C266,2024-05-11,662.22,pending
O1887,C421,2024-11-20,353.72,pending
O1888,C201,2024-12-12,964.97,completed
O1889,C136,2024-05-09,792.27,pending
O1890,C231,2024-08-31,264.73,cancelled
O1891,C341,2024-04-22,933.52,cancelled
O1892,C402,2024-06-07,92.32,processing
O1893,C187,2024-05-31,687.6,pending
O1894,C404,2024-03-23,623.81,pending
O1895,C404,2024-07-04,636.18,completed
O1896,C400,2024-05-30,892.52,processing
